,id,post_id,likes,comments,shares,caption,contains_emoji,does_not_contain_emoji,contains_hashtag,Unnamed: 9,accounts_reached,timestamp,media_type,time_of_day,followers_gained,engagement_rate
0,1,18276775426216214,1324,6,118,Lane has life on easy mode 😭 #VivaLaYotes,True,False,True,,10988,2024-12-02T00:49:31+0000,IMAGE,night,1,0.13178012377138698
1,2,18050446366968837,1437,0,117,"Happy Thanksgiving, Yotes 🍁🍽 🦃 #VivaLaYotes",True,False,True,,16977,2024-11-28T16:21:57+0000,IMAGE,afternoon,1,0.09153560699770277
2,3,18098071018470047,1574,3,64,I’m eating my thanksgiving dinner hungover tomorrow #VivaLaYotes,False,True,True,,11615,2024-11-27T23:41:46+0000,CAROUSEL_ALBUM,night,0,0.14128282393456737
3,4,18093455356496216,976,4,38,CONGRATULATIONS TO THE 2024 USD BACHELORETTE @sadie_strait 🌹💍 Big thanks to everyone that participated!! Maybe there will be a new USD bachelor in the near future..🤫 #VivaLaYotes,True,False,True,,14060,2024-11-26T23:55:26+0000,CAROUSEL_ALBUM,night,2,0.07240398293029872
4,5,18076066087597873,2188,11,180,I have so many questions 🤣 #VivaLaYotes,False,True,True,,15525,2024-11-25T23:12:28+0000,CAROUSEL_ALBUM,night,4,0.1532367149758454
5,6,18043121780150631,2382,17,219,Surprised verm didn’t burn down last night 🫠🫠 #SundayScaries #VivaLaYotes,False,True,True,,21665,2024-11-24T23:36:26+0000,CAROUSEL_ALBUM,night,7,0.12084006462035542
6,7,17967652967688354,1719,3,68,LETS FUCKING RAGE TN YOTES 🔥🔥🔥 #HornsDown #VivaLaYotes (via @tay.durst ),True,False,True,,15739,2024-11-23T23:03:00+0000,CAROUSEL_ALBUM,night,3,0.11373022428362665
7,8,18027505967593552,2337,3,190,NDSU IS SO WASHED 🤣🤣🤣🤣 @barstoolndsu #VivaLaYotes,False,True,True,,35723,2024-11-23T22:31:44+0000,CAROUSEL_ALBUM,night,8,0.07082271925650141
8,9,17951789570855085,1131,13,8,@barstoolndsu You guys are dust🤡🤡🤡🤡 #VivaLaYotes,False,True,True,,13346,2024-11-23T15:03:02+0000,IMAGE,afternoon,0,0.08631799790199311
9,10,18046335419101250,638,0,13,🌹VOTING IS LIVE ON STORY🌹 #VivaLaYotes,True,False,True,,15820,2024-11-21T02:44:41+0000,CAROUSEL_ALBUM,night,3,0.04115044247787611
10,11,17944897718911684,1488,0,69,UND SUCKS ASS. YOTES ON TOP 😈🔥 #WhosYourDaddy #VivaLaYotes,True,False,True,,13734,2024-11-16T21:45:48+0000,CAROUSEL_ALBUM,night,2,0.11336828309305373
11,12,18123410530401452,1383,4,389,Jake Paul beat up an elderly man #VivaLaYotes,False,True,True,,17268,2024-11-16T07:14:38+0000,IMAGE,morning,1,0.10284920083391244
12,13,17968785782802084,1279,2,50,No caption needed. UND is gonna get wiped tomorrow 🤡🤡🤡 @stoolnorthdakota #VivaLaYotes,False,True,True,,13202,2024-11-15T19:01:52+0000,CAROUSEL_ALBUM,night,1,0.1008180578700197
13,14,18041072717271506,533,2,31,There’s absolutely no way 🤣 #VivaLaYotes (via @mike_larvie),False,True,True,,0,2024-11-12T22:40:52+0000,VIDEO,night,0,inf
14,15,18008927984653920,1820,3,41,Yotes win. 😈 #VivaLaYotes,True,False,True,,17549,2024-11-09T23:21:01+0000,CAROUSEL_ALBUM,night,4,0.10621687845461279
15,16,18050641735803631,1372,1,23,Definition of “whatever it takes” 😭 #VivaLaYotes,True,False,True,,12774,2024-11-08T15:55:33+0000,CAROUSEL_ALBUM,afternoon,2,0.10928448410834507
16,17,18462717898047193,1457,14,131,Party foul 😪 #VivaLaYotes,True,False,True,,0,2024-11-08T01:22:50+0000,VIDEO,night,0,inf
17,18,18280965127173329,1588,3,27,"With your help, Charlie the Coyote has been elected the 47th President of the United States!! #VivaLaYotes",False,True,True,,13332,2024-11-06T15:22:13+0000,IMAGE,afternoon,1,0.12136213621362137
18,19,17859841263224240,2458,9,146,Halloweekend dump 🫠 #VivaLaYotes,False,True,True,,18454,2024-11-03T23:00:07+0000,CAROUSEL_ALBUM,night,1,0.14159531808821935
19,20,18359300683141642,1880,0,24,Halloweekend is not real. #VivaLaYotes,False,True,True,,13753,2024-11-02T15:56:23+0000,CAROUSEL_ALBUM,afternoon,1,0.138442521631644
20,21,17850470724288192,2473,1,61,Wtf was last night 😦 #VivaLaYotes,True,False,True,,16278,2024-11-01T16:38:18+0000,CAROUSEL_ALBUM,afternoon,1,0.15573166236638408
21,22,18021856805575156,888,1,23,Can’t wait for Halloweekend 😈😈😈 #VivaLaYotes,True,False,True,,0,2024-10-31T15:29:50+0000,VIDEO,afternoon,0,inf
22,23,18052520197928870,1447,7,31,The grind is real 🫡 #VivaLaYotes,False,True,True,,0,2024-10-29T15:18:59+0000,VIDEO,afternoon,0,inf
23,24,18043965680485689,2260,9,88,Logging out for the night. Fuck state till I die. #VivaLaYotes #FuckState #TheyAreInbreds,False,True,True,,23362,2024-10-27T03:30:38+0000,CAROUSEL_ALBUM,night,8,0.10089033473161545
24,25,17922437984978823,1509,26,21,Win or lose you still go to state😭💀,True,False,False,,15564,2024-10-27T03:24:48+0000,IMAGE,night,3,0.09997429966589566
25,1,17903419932059033,1454,2,49,“I’m not gonna get that drunk” 😟 #VivaLaYotes,True,False,True,,14018,2024-10-26T17:33:42+0000,CAROUSEL_ALBUM,night,1,0.10736196319018405
26,2,18034036715069630,1062,3,96,Fog wasn’t fogging that night 😏😏😏 #VivaLaYotes,True,False,True,,0,2024-10-25T17:27:17+0000,VIDEO,night,0,inf
27,3,17957323145828289,1695,9,51,Wtf is going on 🫠  #VivaLaYotes,False,True,True,,14265,2024-10-24T21:07:39+0000,CAROUSEL_ALBUM,night,2,0.12302839116719243
28,4,18050899669764640,1672,0,110,2 more days until state gets smacked 😈 #HateStateWeek #VivaLaYotes,True,False,True,,19123,2024-10-24T14:30:50+0000,CAROUSEL_ALBUM,afternoon,1,0.09318621555195314
29,5,17922705323878829,1386,2,29,That’s rough 😬 #VivaLaYotes,True,False,True,,12259,2024-10-24T01:03:46+0000,CAROUSEL_ALBUM,night,0,0.11558854718981973
30,6,17885121576131228,1636,1,30,Bros roommate’s getting play 🫡 #VivaLaYotes,False,True,True,,12556,2024-10-23T15:35:10+0000,IMAGE,afternoon,0,0.13276521185090792
31,7,18066870328643234,1651,0,115,WHAT THE FUCK IS A JACKRABBIT⁉️⁉️ #HateStateWeek #VivaLaYotes,True,False,True,,14171,2024-10-22T21:06:29+0000,CAROUSEL_ALBUM,night,1,0.12462070425516901
32,8,17994379028543700,1325,3,120,Real asf. #tindertuesday #VivaLaYotes,False,True,True,,14802,2024-10-22T17:47:26+0000,CAROUSEL_ALBUM,night,0,0.09782461829482503
33,9,17967952778798300,2370,18,83,"Been a hell of a ride 🫡
Love you all❤️

@nba__jenny 
#VivaLaYotes",True,False,True,,23626,2024-10-21T16:32:42+0000,CAROUSEL_ALBUM,afternoon,6,0.1045881655802929
34,10,17881815978076082,2066,10,188,Hope you’re ready for back to back losses lil bro🤡 @hobosbarstool #HateStateWeek #VivaLaYotes,False,True,True,,20411,2024-10-20T17:05:32+0000,CAROUSEL_ALBUM,night,2,0.11092058203909656
35,11,17980028459766000,1219,3,34,“Bro I promise you won’t be a third wheel”🫠 #SundayScaries #VivaLaYotes,False,True,True,,0,2024-10-20T15:32:09+0000,VIDEO,afternoon,0,inf
36,12,18028672826373820,1263,6,65,Damn save some play for the rest of us😔 #VivaLaYotes,True,False,True,,0,2024-10-20T00:30:00+0000,VIDEO,night,0,inf
37,13,18029618597111994,759,1,15,"For the top 6 round we present “The Day in the Life of a Bachelorette”🌹 (PART 2)

Voting will take place in the poll in the comments - GO VOTE ❤️

#VivaLaYotes",True,False,True,,13166,2024-10-18T17:46:53+0000,CAROUSEL_ALBUM,night,0,0.058863739936199304
38,14,18028865291121087,1193,0,77,"For the top 6 round we present “The Day in the Life of a Bachelorette”🌹 (PART 1)

Voting will take place in the poll in the comments - GO VOTE ❤️

The rest of the contestants will be posted at noon 🌹💍 

#VivaLaYotes",True,False,True,,20308,2024-10-18T16:39:07+0000,CAROUSEL_ALBUM,afternoon,3,0.0625369312586173
39,15,17860777743205382,413,0,4,Final 6 bracket is set🌹 next round starts at 10am 😈 #VivaLaYotes,True,False,True,,9421,2024-10-18T14:19:36+0000,CAROUSEL_ALBUM,afternoon,0,0.04426281711071012
40,16,17875874094181601,1180,6,21,Chat is this real #VivaLaYotes,False,True,True,,0,2024-10-16T00:24:47+0000,VIDEO,night,0,inf
41,17,17932926989928741,2271,4,327,This weekend was a fever dream 😭 #VivaLaYotes,True,False,True,,16690,2024-10-14T20:12:00+0000,CAROUSEL_ALBUM,night,7,0.15590173756740563
42,18,18043679735081236,2108,11,153,"D-Days: 1
USD: 0 

#SundayScaries
#VivaLaYotes",False,True,True,,18141,2024-10-13T22:27:38+0000,CAROUSEL_ALBUM,night,2,0.12524116641860977
43,19,17892110469093984,1472,1,101,"Happy D-Days, Yotes ❤️ 🍻 #VivaLaYotes",True,False,True,,15415,2024-10-12T21:18:06+0000,CAROUSEL_ALBUM,night,2,0.10210833603632825
44,20,18285861613237187,2298,8,181,Ddays dump pt. 2  #VivaLaYotes,False,True,True,,20120,2024-10-11T21:41:54+0000,CAROUSEL_ALBUM,night,6,0.12360834990059642
45,21,17972195132786299,2571,4,205,Ddays dump #VivaLaYotes,False,True,True,,20038,2024-10-11T00:58:04+0000,CAROUSEL_ALBUM,night,5,0.13873640083840702
46,22,18040062562929933,1228,0,92,@officalpatrickmasur gone but not forgotten 😞 #DdaysWeek #VivaLaYotes,True,False,True,,15050,2024-10-09T22:42:30+0000,CAROUSEL_ALBUM,night,0,0.08770764119601329
47,23,17845016283323903,923,2,19,Bro looks so peaceful #VivaLaYotes,False,True,True,,0,2024-10-08T14:30:00+0000,VIDEO,afternoon,0,inf
48,24,18466052014036899,442,5,18,Voting is live on the story 💍🌹 #VivaLaYotes,True,False,True,,17724,2024-10-08T00:00:00+0000,CAROUSEL_ALBUM,night,2,0.026235612728503725
49,25,18133686559363617,464,0,7,Voting is live on the story 💍🌹 #VivaLaYotes,True,False,True,,11512,2024-10-08T00:00:00+0000,CAROUSEL_ALBUM,night,1,0.04091382904794996
50,1,18103409407443355,320,0,3,Top 12 bracket is set. Voting will begin at 7pm on the story🌹 #VivaLaYotes,True,False,True,,8513,2024-10-07T22:41:42+0000,CAROUSEL_ALBUM,night,0,0.03794197110301891
51,2,17967575114668454,1503,0,57,Happy D-Days week 😈 #SundayScaries #VivaLaYotes,True,False,True,,0,2024-10-07T01:20:15+0000,VIDEO,night,0,inf
52,3,18031985000196503,1613,2,19,What a blowout #VivaLaYotes,False,True,True,,13443,2024-10-05T22:57:05+0000,CAROUSEL_ALBUM,night,0,0.12155024920032731
53,4,17903434865961149,1321,4,26,Bro saw God #VivaLaYotes,False,True,True,,0,2024-10-05T21:30:39+0000,VIDEO,night,0,inf
54,5,18254649745266007,1004,0,44,BEST DAY OF THE YEAR 🔥🔥 #VivaLaYotes,True,False,True,,10276,2024-10-05T00:13:21+0000,CAROUSEL_ALBUM,night,1,0.10198520825223822
55,6,18058011283775719,2616,3,53,Let the kids play 🫡 #VivaLaYotes,False,True,True,,16749,2024-10-04T22:45:46+0000,CAROUSEL_ALBUM,night,0,0.15953191235297629
56,7,17905651692041748,1163,4,63,“Damn bro last night was a movie” #VivaLaYotes,False,True,True,,0,2024-10-04T20:39:21+0000,VIDEO,night,0,inf
57,8,18042446465089890,318,1,29,VOTING IS LIVE ON THE STORY 🌹💍 #VivaLaYotes,True,False,True,,15080,2024-10-04T00:24:41+0000,CAROUSEL_ALBUM,night,2,0.023076923076923078
58,9,17931064712938836,256,0,53,VOTING IS LIVE ON THE STORY 🌹💍 #VivaLaYotes,True,False,True,,10080,2024-10-04T00:24:18+0000,CAROUSEL_ALBUM,night,2,0.030654761904761903
59,10,18022947032452926,462,2,25,VOTING IS LIVE ON THE STORY 🌹💍 #VivaLaYotes,True,False,True,,9956,2024-10-04T00:23:54+0000,CAROUSEL_ALBUM,night,1,0.04911611088790679
60,11,18026685827136495,440,0,3,Second round bracket is out. Voting starts at 8pm🌹😈 #VivaLaYotes,True,False,True,,7957,2024-10-03T23:04:09+0000,CAROUSEL_ALBUM,night,0,0.05567424908885258
61,12,18076555711551536,1138,5,35,When we thinking 🤔 Vote below ⬇️ #VivaLaYotes,True,False,True,,14537,2024-10-03T01:45:35+0000,IMAGE,night,2,0.08103460136204169
62,13,17852378043292283,443,2,52,VOTING IS LIVE ON THE STORY🌹💍 #VivaLaYotes,True,False,True,,15492,2024-10-02T01:46:26+0000,CAROUSEL_ALBUM,night,6,0.032081074102762716
63,14,18093403339482350,838,2,86,VOTING IS LIVE ON THE STORY🌹💍 #VivaLaYotes,True,False,True,,26430,2024-10-02T01:45:00+0000,CAROUSEL_ALBUM,night,4,0.03503594400302686
64,15,18033988139010746,503,0,65,VOTING IS LIVE ON THE STORY🌹💍 #VivaLaYotes,True,False,True,,15402,2024-10-02T01:45:00+0000,CAROUSEL_ALBUM,night,9,0.03687832748993637
65,16,17925947951848832,360,0,66,VOTING IS LIVE ON THE STORY🌹💍 #VivaLaYotes,True,False,True,,18882,2024-10-02T01:45:00+0000,CAROUSEL_ALBUM,night,5,0.02256116936765173
66,17,17864955705164899,389,1,30,VOTING IS LIVE ON THE STORY 🌹💍#VivaLaYotes,True,False,True,,12597,2024-10-02T01:45:00+0000,CAROUSEL_ALBUM,night,3,0.03334127173136461
67,18,18042036413103122,927,0,43,Real #VivaLaYotes,False,True,True,,11240,2024-10-01T20:34:12+0000,IMAGE,night,2,0.08629893238434164
68,19,17867620518146084,1177,39,151,Bracket is set. Voting starts at noon on the story🌹😈 #VivaLaYotes,True,False,True,,20533,2024-10-01T14:46:48+0000,CAROUSEL_ALBUM,afternoon,25,0.06657575609993668
69,20,18061198117665841,2485,20,183,@miles_krajewski x @joebiden 🤝 #VivaLaYotes,False,True,True,,24597,2024-09-30T17:42:45+0000,CAROUSEL_ALBUM,night,9,0.1092816197097207
70,21,18049742437926495,993,53,138,"USD WOMAN:
Are you looking for a chance to find the man of your dreams (hopefully)? This year we’ll find out who will be chosen as the first ever bachelorette of USD 🌹

DM ME TO NOMINATE EITHER YOURSELF OR A FRIEND! APPLICATIONS WILL CLOSE TOMORROW NIGHT!
Tag a friend in the comments who should apply!
#VivaLaYotes",True,False,True,,16013,2024-09-30T15:01:14+0000,CAROUSEL_ALBUM,afternoon,1,0.07393992381190283
71,22,18109099036421636,1363,2,188,Snap story gonna go crazy 🔥🫠 #VivaLaYotes,True,False,True,,0,2024-09-30T01:03:16+0000,VIDEO,night,0,inf
72,23,18139825840355969,830,0,10,@harvard get this guy a scholarship immediately #VivaLaYotes,False,True,True,,0,2024-09-29T17:57:27+0000,VIDEO,night,0,inf
73,24,18021405680231834,1289,8,96,At least he pays his taxes #VivaLaYotes #SundayScaries,False,True,True,,0,2024-09-29T16:58:28+0000,VIDEO,afternoon,0,inf
74,25,18331260751145512,1728,1,32,Yotes win. #VivaLaYotes,False,True,True,,13654,2024-09-28T23:49:37+0000,CAROUSEL_ALBUM,night,0,0.1289731946682291
75,1,17891699412087464,1639,12,17,What a stud #VivaLaYotes,False,True,True,,12669,2024-09-28T23:26:35+0000,CAROUSEL_ALBUM,night,0,0.13165995737627278
76,2,17961223904808090,615,0,41,We’re so fucking back #VivaLaYotes,False,True,True,,7400,2024-09-28T20:45:32+0000,IMAGE,night,0,0.08864864864864865
77,3,18147804565328224,1610,18,81,Parents weekend is in full swing #VivaLaYotes,False,True,True,,0,2024-09-28T19:53:25+0000,VIDEO,night,0,inf
78,4,18048951283927886,494,1,25,HOLLAR 2 IS FINALLY HERE ‼️ @docs_bar_verm #VivaLaYotes,True,False,True,,6769,2024-09-28T00:19:30+0000,IMAGE,night,0,0.07682080070911508
79,5,18144771676337569,1621,1,24,WE FOUND HIM #VivaLaYotes,False,True,True,,11839,2024-09-27T23:43:55+0000,IMAGE,night,3,0.13903201283892222
80,6,18053169730861907,1391,0,57,HAPPY PARENT’S WEEKEND😈 #VivaLaYotes,True,False,True,,11445,2024-09-27T19:25:07+0000,CAROUSEL_ALBUM,night,1,0.12651813018785496
81,7,18020313047447321,1031,0,18,If you find him keep him downtown #VivaLaYotes,False,True,True,,13331,2024-09-27T18:56:34+0000,IMAGE,night,0,0.07868877053484359
82,8,17934017429801456,1761,0,40,It never ends #VivaLaYotes,False,True,True,,0,2024-09-26T16:47:18+0000,VIDEO,afternoon,0,inf
83,9,18198095023292316,1725,5,160,What the fuck 😭😭 #VivaLaYotes,True,False,True,,0,2024-09-25T15:21:57+0000,VIDEO,afternoon,0,inf
84,10,18054895822818259,1858,4,27,New method unlocked 👀 #VivaLaYotes,True,False,True,,14381,2024-09-24T01:13:47+0000,CAROUSEL_ALBUM,night,1,0.1313538696891732
85,11,18141254368349326,1152,3,42,Verm is not real #VivaLaYotes,False,True,True,,0,2024-09-22T20:33:18+0000,VIDEO,night,0,inf
86,12,18034268857996797,2010,2,83,Great day to be a yote 😈 #VivaLaYotes,True,False,True,,17126,2024-09-21T21:37:25+0000,CAROUSEL_ALBUM,night,0,0.12232862314609366
87,13,18311979736094224,890,2,18,Someone save him 😔 #VivaLaYotes,True,False,True,,0,2024-09-21T21:07:10+0000,VIDEO,night,0,inf
88,14,18038943272120820,1498,4,35,Yotes win. Let’s rage 😈 #VivaLaYotes,True,False,True,,13802,2024-09-21T20:34:33+0000,CAROUSEL_ALBUM,night,1,0.11136067236632372
89,15,18058441549689431,1586,37,9,This should be interesting 🫣,False,True,False,,27510,2024-09-21T15:00:17+0000,IMAGE,afternoon,8,0.05932388222464558
90,16,18030736307201609,1599,2,72,lost count with how many fires we’ve had this year #VivaLaYotes,False,True,True,,13578,2024-09-20T22:58:07+0000,CAROUSEL_ALBUM,night,1,0.12321402268375313
91,17,18074641987499281,1883,0,44,Bro has bigger priorities than stopping the fire 🫠#VivaLaYotes,False,True,True,,0,2024-09-20T19:24:59+0000,VIDEO,night,0,inf
92,18,18018361211613603,1420,9,78,USD Bachelor back at it again 🔥🔥 #VivaLaYotes,True,False,True,,15490,2024-09-19T19:32:32+0000,IMAGE,night,0,0.09728857327307941
93,19,18139041793347863,1396,3,36,Hope bro got an A🔥 #VivaLaYotes,True,False,True,,12504,2024-09-18T23:03:33+0000,IMAGE,night,0,0.11476327575175943
94,20,18068047951544998,845,1,8,I’d take a bullet for whoever invented Chegg @fizzsouthdakota #VivaLaYotes,False,True,True,,10060,2024-09-18T19:36:39+0000,CAROUSEL_ALBUM,night,0,0.08489065606361829
95,21,17988654524557731,1055,3,35,Happy Tinder Tuesday ❤️ #VivaLaYotes,True,False,True,,12511,2024-09-17T19:06:06+0000,CAROUSEL_ALBUM,night,0,0.08736312045400048
96,22,18043778275978757,1712,11,158,Chat was this real or what (he’s okay) #VivaLaYotes #SundayScaries,False,True,True,,0,2024-09-15T18:52:14+0000,VIDEO,night,0,inf
97,23,18106998949420911,879,5,35,Freshmen 😔 #VivaLaYotes,True,False,True,,0,2024-09-15T02:45:11+0000,VIDEO,night,0,inf
98,24,17967574943790676,2144,12,32,Friday night dump #VivaLaYotes,False,True,True,,14935,2024-09-14T22:40:14+0000,CAROUSEL_ALBUM,night,2,0.14650150652828925
99,25,17881531854104218,1913,5,70,Well this fucking blows #VivaLaYotes,False,True,True,,28573,2024-09-14T18:32:26+0000,CAROUSEL_ALBUM,night,2,0.06957617331046792
100,1,17991615404695541,1162,0,51,Surely no bad decisions will be made this weekend #VivaLaYotes,False,True,True,,11652,2024-09-13T23:41:09+0000,CAROUSEL_ALBUM,night,0,0.10410230003432887
101,2,18370068076104460,1084,40,237,I have no words @hobosbarstool #VivaLaYotes,False,True,True,,0,2024-09-12T17:41:44+0000,VIDEO,night,0,inf
102,3,18251472274264242,1021,2,22,“So we won’t be bothering anyone” 💀 #VivaLaYotes,True,False,True,,13342,2024-09-12T02:41:52+0000,IMAGE,night,0,0.07832408934192775
103,4,18015948182554317,1798,9,143,Damn that food looks fire 🔥(they were okay) #VivaLaYotes,True,False,True,,0,2024-09-11T17:12:43+0000,VIDEO,night,0,inf
104,5,18323349961150949,1688,8,63,Bro is the main character #VivaLaYotes,False,True,True,,0,2024-09-11T00:02:24+0000,VIDEO,night,0,inf
105,6,18066200407611304,2152,2,165,"“Amazing, engaging, attentive, loving, and helpful” 😭#VivaLaYotes",True,False,True,,14537,2024-09-10T18:58:23+0000,IMAGE,night,3,0.15952397330948614
106,7,18068319625581498,404,2,4,GO VOTE ON THE STORY ‼️‼️😈😈😈 #VivaLaYotes,True,False,True,,9318,2024-09-09T01:04:52+0000,IMAGE,night,0,0.04400085855333763
107,8,18137868298354769,1771,9,235,Weekend recap #VivaLaYotes #SundayScaries,False,True,True,,14539,2024-09-09T00:00:17+0000,CAROUSEL_ALBUM,night,6,0.13859275053304904
108,9,17940346931884903,1374,7,44,It’s always Mick 🥲 #VivaLaYotes,False,True,True,,13117,2024-09-08T20:02:42+0000,CAROUSEL_ALBUM,night,7,0.10863764580315621
109,10,18039350987102899,1850,10,77,10/10 landing #VivaLaYotes #SundayScaries,False,True,True,,0,2024-09-08T17:11:44+0000,VIDEO,night,0,inf
110,11,17896384523984271,2067,3,30,For fuck’s sake. #VivaLaYotes,False,True,True,,14483,2024-09-07T22:52:44+0000,CAROUSEL_ALBUM,night,2,0.14499758337361043
111,12,18045558175801868,2027,9,146,Hope bro found a ride fr #VivaLaYotes,False,True,True,,15820,2024-09-06T17:48:44+0000,IMAGE,night,2,0.13792667509481668
112,13,18015476399577852,2100,16,161,Couldn’t ask for a better college town #VivaLaYotes,False,True,True,,15774,2024-09-05T20:39:45+0000,CAROUSEL_ALBUM,night,2,0.14435146443514643
113,14,18007374980389949,1836,2,126,Yeah we’re definitely back #VivaLaYotes,False,True,True,,14111,2024-09-04T23:37:43+0000,CAROUSEL_ALBUM,night,6,0.13918219828502587
114,15,17993714486690494,2653,16,379,Didn’t know the pizza was that good #VivaLaYotes,False,True,True,,17764,2024-09-04T15:34:21+0000,IMAGE,afternoon,14,0.17158297680702544
115,16,17863201707211082,984,1,56,Walkie-talkie rizz never fails #TinderTuesday  #VivaLaYotes,False,True,True,,11518,2024-09-03T22:55:20+0000,CAROUSEL_ALBUM,night,0,0.09038027435318632
116,17,18064018918627045,890,9,70,Living proof that brains aren’t required for confidence #VivaLaYotes,False,True,True,,0,2024-09-03T20:30:40+0000,VIDEO,night,0,inf
117,18,18038306990028204,1639,25,139,Bro just accepted it 😭🫠#VivaLaYotes,True,False,True,,16384,2024-09-03T18:28:51+0000,CAROUSEL_ALBUM,night,4,0.11004638671875
118,19,18030092390040742,1101,0,2,At 2:23am is crazy😭 #VivaLaYotes,True,False,True,,13861,2024-09-02T22:11:48+0000,IMAGE,night,0,0.0795757881826708
119,20,18200110903293364,1651,2,33,Running start of the century #VivaLaYotes,False,True,True,,14795,2024-09-02T20:13:14+0000,CAROUSEL_ALBUM,night,6,0.11395741804663738
120,21,18023284286145115,1279,5,83,Damn that looked personal 😳 #VivaLaYotes,True,False,True,,0,2024-09-02T17:24:49+0000,VIDEO,night,0,inf
121,22,18349351987143250,503,4,4,"Round 2 is live on the story, GO VOTE 😈 #VivaLaYotes",True,False,True,,10145,2024-09-02T02:39:20+0000,IMAGE,night,0,0.050369640216855596
122,23,18039859874054505,1319,11,33,What the fuck is going on at Walmart #VivaLaYotes,False,True,True,,0,2024-09-01T22:52:49+0000,VIDEO,night,0,inf
123,24,18074919598532125,2371,11,141,Verm was a GTA server last night #VivaLaYotes,False,True,True,,21427,2024-09-01T21:06:14+0000,CAROUSEL_ALBUM,night,19,0.11774863489989267
124,25,18100781707431525,989,4,214,@hobosbarstool WHAT HAPPENNEDDDDDD⁉️⁉️😢 #VivaLaYotes,True,False,True,,0,2024-08-31T23:15:09+0000,VIDEO,night,0,inf
125,1,18029832107049350,2028,25,162,@hobosbarstool get fucking rinsed pipsqueak🤡😢#VivaLaYotes,True,False,True,,27183,2024-08-31T22:21:30+0000,CAROUSEL_ALBUM,night,6,0.0814847514990987
126,2,18032169395007664,2573,9,107,LET THE KIDS PLAY 🍻🗣️ #VivaLaYotes @leos_sportsbar,True,False,True,,0,2024-08-31T18:34:57+0000,VIDEO,night,0,inf
127,3,18015849008529567,960,1,26,Fizz dump @fizzsouthdakota #VivaLaYotes,False,True,True,,9403,2024-08-31T00:44:22+0000,CAROUSEL_ALBUM,night,0,0.10496650005317452
128,4,18024233774519061,1401,5,83,First week in the books 🍻😈#VivaLaYotes,True,False,True,,0,2024-08-30T20:48:18+0000,VIDEO,night,0,inf
129,5,18031581299191048,1430,0,66,See you September 7th @badgerbarstool 😈 #VivaLaYotes,True,False,True,,16191,2024-08-30T02:57:36+0000,IMAGE,night,10,0.09239701068494843
130,6,18430124485064160,1793,6,52,@northernstateu ready to get daddied? 🤡😈#VivaLaYotes,True,False,True,,15968,2024-08-29T20:58:48+0000,CAROUSEL_ALBUM,night,3,0.11591933867735471
131,7,18015090167574667,1370,0,8,One more day of silly week 🥲 #VivaLaYotes,False,True,True,,13821,2024-08-29T19:39:34+0000,CAROUSEL_ALBUM,night,0,0.09970334997467621
132,8,18068804845526296,1432,3,4,TAILGATE SEASON IS FUCKING BACK 🔥🔥🔥 #VivaLaYotes,True,False,True,,12185,2024-08-29T14:48:52+0000,CAROUSEL_ALBUM,afternoon,4,0.11809601969634796
133,9,18080968216514165,846,2,23,They definitely push the button #VivaLaYotes,False,True,True,,0,2024-08-29T01:08:18+0000,VIDEO,night,0,inf
134,10,18283399069225956,1660,0,3,Silly week dump #VivaLaYotes,False,True,True,,11040,2024-08-28T22:29:31+0000,CAROUSEL_ALBUM,night,0,0.15063405797101448
135,11,18090222133466456,1375,0,7,A classic syllabus week tradition #VivaLaYotes,False,True,True,,10419,2024-08-28T19:12:31+0000,CAROUSEL_ALBUM,night,0,0.13264228812745946
136,12,17847421725264949,1358,3,10,The student section of the year lives in Vermillion Let’s show @Cheezit we’re Feelin' The Cheeziest this season,False,True,False,,0,2024-08-28T03:44:46+0000,VIDEO,night,0,inf
137,13,18060291313714200,933,0,4,King Arthur rizz ‼️‼️#VivaLaYotes #TinderTuesday,True,False,True,,11198,2024-08-27T21:09:43+0000,CAROUSEL_ALBUM,night,1,0.08367565636720843
138,14,18354927772112051,1859,8,1,Attention freshman: Here are some do’s and Dont’s to get out of college alive #VivaLaYotes,False,True,True,,17302,2024-08-27T18:39:02+0000,CAROUSEL_ALBUM,night,4,0.10796439717951682
139,15,18040491239300125,915,1,0,It’s only downhill from here 📉 #VivaLaYotes,True,False,True,,9283,2024-08-27T15:22:25+0000,IMAGE,afternoon,0,0.0986749973069051
140,16,18063409603716563,468,2,0,VOTING IS LIVE ON THE STORY ‼️‼️‼️ #VivaLaYotes,True,False,True,,8879,2024-08-27T00:39:59+0000,IMAGE,night,3,0.0529338889514585
141,17,17949065939729145,1376,11,2,That top shelf comment was too much😭 #VivaLaYotes,True,False,True,,12863,2024-08-26T19:33:33+0000,CAROUSEL_ALBUM,night,0,0.10798414055819015
142,18,18072090502499145,757,1,0,"Good luck this semester, Yotes ❤️ #VivaLaYotes",True,False,True,,6556,2024-08-26T12:48:58+0000,IMAGE,afternoon,1,0.11561928004881025
143,19,18053312368825134,1511,2,1,Damn I didn’t know it was hot out thank you @usouthdakota 🙏🏻❤️ #VivaLaYotes,True,False,True,,13418,2024-08-25T23:37:32+0000,CAROUSEL_ALBUM,night,2,0.11283350722909524
144,20,17947455485736205,1188,0,0,Time to lock in 😈#VivaLaYotes,True,False,True,,12618,2024-08-25T20:52:24+0000,CAROUSEL_ALBUM,night,11,0.09415121255349501
